# command	number	identifier	name	group	image	ammo_number	carrier	description	stock	value
equipment	64	SET_HUMVEE_TOW	HUMVEE TOW	Vehicle weapons	SET_HUMVEE_TOW.png	43	UNIT_HUMMER	Class: Rocket launcher\nAccuracy: 1\nRange: 150 yds.\nPenetration: high\nFiring rate: 10/min\nAmmunition: TOW rockets\n\nThis is the king of all weapons on a light vehicle. It might seem a little excessive to equip a lightly armored vehicle with such a powerful weapon. But it isn't. The high level of mobility of a ground vehicle fitted with this weapon makes it invaluable in combat, and with cover it can even take on heavily armored vehicles. The enemy doesn't stand a chance.		200
equipment	65	SET_BTR80_MK	14,5mm Maschinenkanone	Vehicle weapons	SET_BTR80_MK.png	25	UNIT_BTR80	14,5 machine gun		0
equipment	67	SET_BMP1_73MMGUN	73mm Kanone	Gear and weapons	SET_BMP1_73MMGUN.png	28	UNIT_BMP1	73mm cannon		0
equipment	68	SET_BMP1_ROHRMG	rohrparalleles MG	Vehicle weapons	SET_BMP1_ROHRMG.png	1	UNIT_BMP1	7,62mm internal mg		0
equipment	71	SET_BMP1_AT2	AT2 Startschiene	Vehicle weapons	SET_BMP1_AT2.png	44	UNIT_BMP1	AT-2 rocket launcher		0
equipment	72	SET_VULCAN_MK	Gattling Gun	Vehicle weapons	SET_VULCAN_MK.png	25	UNIT_VULCAN	14,5mm gattling gun		0
equipment	73	SET_T55_125MMGUN	125mm Kanone	Gear and weapons	SET_T55_125MMGUN.png	30	UNIT_T55	125mm cannon		0
equipment	74	SET_T55_ROHRMG	rohrparalleles MG	Vehicle weapons	SET_T55_ROHRMG.png	1	UNIT_T55	7,62mm internal mg		0
equipment	75	SET_T55_TURMMG	Turmmg	Vehicle weapons	SET_T55_TURMMG.png	1	UNIT_T55	7,62mm tower gun		0
equipment	76	SET_T80_125MMGUN	125mm Kanone	Gear and weapons	SET_T80_125MMGUN.png	30	UNIT_T80	125mm cannon		0
equipment	77	SET_T80_ROHRMG	rohrparalleles MG	Vehicle weapons	SET_T80_ROHRMG.png	1	UNIT_T80	7,62mm internal mg		0
equipment	78	SET_T80_FLAMMENWERFER	Flammenwerfer	Vehicle weapons	SET_T80_FLAMMENWERFER.png	69	UNIT_T80	flamethrower		0
equipment	79	SET_M1A1_125MMGUN	125mm Kanone	Gear and weapons	SET_M1A1_125MMGUN.png	30	UNIT_M1A1	125mm cannon		0
equipment	80	SET_M1A1_ROHRMG	rohrparalleles MG	Vehicle weapons	SET_M1A1_ROHRMG.png	1	UNIT_M1A1	7,62mm internal mg		0
equipment	81	SET_M1A1_GRANATWERFER	Granatwerfer	Vehicle weapons	SET_M1A1_GRANATWERFER.png	26	UNIT_M1A1	4 x 40mm grenade launcher		0
equipment	82	SET_BM21_MLRS	Katjuscha MLRS	Gear and weapons	SET_BM21_MLRS.png	40	UNIT_BM21	122mm Katjuscha MLRS		0
equipment	83	SET_2S3_152MMGUN	152mm Kanone	Gear and weapons	SET_2S3_152MMGUN.png	33	UNIT_2S3	152mm cannon		0
equipment	84	SET_2S3_TURMMG	Turmmg	Vehicle weapons	SET_2S3_TURMMG.png	1	UNIT_2S3	7,62mm tower gun		0
equipment	85	SET_SHILKA_MK	4x 14,5mm Machinenkanone	Vehicle weapons	SET_SHILKA_MK.png	25	UNIT_SHILKA	4 x 14,5mm machine gun		0
equipment	86	SET_HELI_UV7	UV-7 Launcher	Vehicle weapons	SET_HELI_UV7.png	47		Class: Rocket launcher\nAccuracy: 1\nRange: 80 yds.\nPenetration: low\nFiring rate: 100/min\nAmmunition: 57 mm rockets\n\nA pod for 7 unguided 57 mm rockets, this is only effective against stationary or slow-moving targets. But combined with a guided missile, it can turn your helicopter into a flying fortress.\nThe UV-7 cannot be loaded outside the hangar.		100
equipment	87	SET_HELI_TOW	TOW Launcher	Vehicle weapons	SET_HELI_TOW.png	43		Class: Rocket launcher\nAccuracy: 1\nRange: 120 yds.\nPenetration: high\nFiring rate: --\nAmmunition: TOW rockets\n\nA launch platform on a helicopter for a single TOW rocket. This cannot be loaded outside the hangar, but it is still a powerful weapon. Lightly armored vehicles are no problem.		200
equipment	88	SET_HELI_SA7	SA-7 Launcher	Vehicle weapons	SET_HELI_SA7.png	38		Class: Rocket launcher\nAccuracy: 1\nRange: 120 yds.\nPenetration: medium\nFiring rate: --\nAmmunition: SA-7 rockets\n\nA launch platform on a helicopter for a single SA-7 rocket. This cannot be loaded outside the hangar, but it is still a powerful weapon. It can take out light vehicles, no problem.		200
equipment	89	SET_HELI_AT6	AT6 Launcher	Vehicle weapons	SET_HELI_AT6.png	45		Class: Rocket launcher\nAccuracy: 1\nRange: 120 yds.\nPenetration: high\nFiring rate: --\nAmmunition: AT-6 rockets\n\nThe Eastern Bloc version of the TOW launcher. Again, a single launch platform, which cannot be loaded outside the hangar. But it's still every pilot's dream to have one by his side, because of its incredibly high penetrating power.		225
equipment	97	SET_HELI_UV32	UV-32 Launcher	Vehicle weapons	SET_HELI_UV32.png	47		Class: Rocket launcher\nAccuracy: 1\nRange: 80 yds.\nPenetration: low\nFiring rate: 100/min\nAmmunition: 57 mm rockets\n\nThe big brother of the UV-7, this can carry 32 rockets. However, it can only be mounted on the Mi-24 and the Mi-8. A fully armed Mi-8 can carry an incredible 192 rockets. The UV-32 cannot be loaded outside the hangar.		185
equipment	98	SET_HELI_UB20	UB-20 Launcher	Vehicle weapons	SET_HELI_UB20.png	46		Class: Rocket launcher\nAccuracy: 1\nRange: 80 yds.\nPenetration: low\nFiring rate: 100/min\nAmmunition: 80 mm rockets\n\nA pod for 20 unguided rockets, which can only be mounted on the Mi-24 and the Mi-8. Compared to the UV-32, this provides even more firepower, but again, these are unguided rockets. \nThis weapon is most effective against stationary targets. The UB-20 cannot be loaded outside the hangar.		175
equipment	100	SET_HELI_AT2_4FACH	AT2 Llauncher	Vehicle weapons	SET_HELI_AT2_4FACH.png	44		2 x AT2 rocket launcher		0
equipment	101	SET_HELI_AT6_4FACH	4x AT6 Launcher	Vehicle weapons	SET_HELI_AT6_4FACH.png	45		Class: Rocket launcher\nAccuracy: 1\nRange: 120 yds.\nPenetration: high\nFiring rate: 30/min\nAmmunition: AT-6 rockets\n\nThis incredible weapon can unfortunately only be mounted on an Mi-24. If you thought the AT-6 single launcher was one of the most powerful weapons in the world, wait till you see the 4-rocket launcher. Naturally, it's very expensive.\nIt too cannot be loaded outside the hangar.		500
equipment	102	SET_HELI_BORDMG	Gattling Gun	Vehicle weapons	SET_HELI_BORDMG.png	25		Class: Machine gun\nAccuracy: 2\nRange: 150 yds.\nPenetration: low\nFiring rate: 750/min\nAmmunition: 14.5 mm machine gun ammunition\n\nA twin machine gun for helicopters. It has a combat strength comparable with the BTR-80 gun, but has a superior range.\nHelicopters with these weapons systems represent a serious threat to enemy infantry and lightly armored vehicles. The machine gun fires a maximum of 250 rounds and cannot be loaded outside the hanga		0
equipment	103	SET_BOMBENAUFHAENGUNG	Aufhängung Bombe	Gear and weapons	SET_BOMBENAUFHAENGUNG.png	50				0
equipment	116	SET_ARMBRUST	Crossbow	Gear and weapons	SET_ARMBRUST.png	24		Class: Sharpshooter's weapon\nAccuracy: 3\nRange: 60 yds.\nPenetration: medium\nFiring rate: 12/min\nAmmunition: Bolts\n\nThis practically antique weapon has regained popularity thanks to its simplicity and precision. It's silent, easily assembled, and can be operated by untrained personnel. And a well-placed bolt is just as deadly as a steel jacket bullet.		30
equipment	117	SET_SHOTGUN	Shotgun	Gear and weapons	SET_SHOTGUN.png	23		Class: Shotgun\nAccuracy: 1\nRange: 30 yds.\nPenetration: low\nFiring rate: 80/min\nAmmunition: 20 mm shells\n\nSemi-professional all-round weapon for short-range use. The shotgun's main victims are soft targets. At long range, however, the weapon becomes ineffective and does you more harm than good.		10
equipment	228	SET_T80_TURMMG	Turmmg	Vehicle weapons	SET_T80_TURMMG.png	1	UNIT_T80	7,62mm tower gun		0
equipment	131	SET_MESSER	Throwing Knife	Gear and weapons	SET_MESSER.png			Class: Throwing weapon\nAccuracy: 1\nRange: 20 yds.\nPenetration: high\nFiring rate: --\nAmmunition: --\n\nThe throwing knife of former Russian special units is a primitive weapon, but a lethal one in the right hands. A single combat soldier can silently sneak up on an unwary enemy and quietly send him to meet his maker.		20
equipment	132	SET_HANDGRANATE	Hand Grenade	Gear and weapons	SET_HANDGRANATE.png	134		Class: Throwing weapon\nPenetration: high\n\nThe most powerful throwing weapon available. A direct hit on a light vehicle surely means the end of the vehicle and its occupants. It is also an effective weapon against infantry. But beware, the enemy has them too.		10
equipment	136	SET_MOLOTOW	Molotov	Gear and weapons	SET_MOLOTOW.png	135		Molotov Cocktail		5
equipment	139	SET_BTR80_NEBELWERFER	Nebelwerfer	Vehicle weapons	SET_BTR80_NEBELWERFER.png	127	UNIT_BTR80	fog grenade launcher		0
equipment	130	SET_T55_NEBELWERFER	Nebelwerfer	Vehicle weapons	SET_T55_NEBELWERFER.png	127	UNIT_T55	fog grenade launcher		0
equipment	140	SET_T80_NEBELWERFER	Nebelwerfer	Vehicle weapons	SET_T80_NEBELWERFER.png	127	UNIT_T80	fog grenade launcher		0
equipment	141	SET_M1A1_NEBELWERFER	Nebelwerfer	Vehicle weapons	SET_M1A1_NEBELWERFER.png	127	UNIT_M1A1	fog grenade launcher		0
equipment	230	SET_UNBORN_MINIGUN	Unborn Minigun	Gear and weapons	SET_UNBORN_MINIGUN.png	236		Chaingun		1000
equipment	39	SET_UNBORN_ROCKETLAUNCHER	Unborn Rocketlauncher	Gear and weapons	SET_UNBORN_ROCKETLAUNCHER.png	60				1000
equipment	146	SET_NEBELGRANATE	Fog Grenade	Gear and weapons	SET_NEBELGRANATE.png			Damage - \nPhysical: --\nStructural: --\nArmor: --\nPenetration: --\n\nThis grenade is only suitable for smoke launchers on armored vehicles. On detonation it generates a dense cloud of smoke and can therefore be used to cause confusion in enemy ranks.		5
equipment	147	SET_BETAEUBUNGSGRANATE	Stun Grenade	Gear and weapons	SET_BETAEUBUNGSGRANATE.png			Stun Grenade		25
equipment	250	SET_HELI_MK	Heli MG	Vehicle weapons	SET_HELI_MK.png	25		Class: Machine gun\nAccuracy: 2\nRange: 150 yds.\nPenetration: low\nFiring rate: 750/min\nAmmunition: 14.5 mm machine gun ammunition\n\nA twin machine gun for helicopters. It has a combat strength comparable with the BTR-80 gun, but has a superior range.\nHelicopters with these weapons systems represent a serious threat to enemy infantry and lightly armored vehicles. The machine gun fires a maximum of 250 rounds and cannot be loaded outside the hanga		0
equipment	252	SET_M79	M79	Gear and weapons	SET_M79.png	27		Class: Grenade launcher\nAccuracy: 1\nRange: 60 yds.\nPenetration: medium\nFiring rate: 30/min\nAmmunition: Plamja grenades\n\nThe M79 grenade launcher was developed in the 1960s to close the gap in medium range weapons between hand grenades and heavy artillery. It fires up to 30 rounds per minute of 40 mm standard grenades, which are also used by the Plamja.		100
equipment	3	SET_2S3	HOW 2S3	Vehicles in storage	SET_2S3.png			Class: Artillery\nCombat strength: high\nArmor: high\nSpeed: medium\nRange: 30km\nCrew: 4\n\nThe 2S3 is an older design self-propelled gun howitzer. Its 152mm smooth bore cannon fires a range of ammunition types over long distances. The crew don't even need visual contact with the target, just the coordinates, and the computer-guided firing system does the rest. In order to deploy its devastating firepower, the 2S3 must be mounted on several hydraulic supports for stability, so it is not currently mobile.		3000
equipment	4	SET_BM21	BM-21	Vehicles in storage	SET_BM21.png			Class: Artillery\nCombat strength: high\nArmor: low\nSpeed: medium\nRange: 30km\nCrew: 2\n\nWhen it was introduced into operational service with the Russian army in the early 1960s, the BM-21 multiple rocket launcher was mounted on the Ural truck. It can provide a high volume of fire across a large area. The truck has an integrated tire pressure system, making it a very good all-terrain vehicle. One disadvantage of the BM-21 is its relatively low levels of ammunition.		3200
equipment	5	SET_BMP1	ICV BMP	Vehicles in storage	SET_BMP1.png			Class: Armored vehicle\nCombat strength: high\nArmor: high\nSpeed: medium\nRange: up to 140m\nCrew: 2\nAdditional crew: 6\n\nThe ICV BMP was developed at the beginning of the 1960s and for decades was the most effective armored vehicle around.\nIts 73mm rocket gun and anti-tank missile launcher make it a battle unit that should never be underestimated. The BMP-1 can transport up to 8 infantry units.		1800
equipment	6	SET_BTR80	APC BTR	Vehicles in storage	SET_BTR80.png			Class: Armored vehicle\nCombat strength: medium\nArmor: high\nSpeed: high\nRange: up to 100m\nCrew: 2\nAdditional crew: 6\n\nThe APC BTR is a next-generation armored vehicle. It has a 14.5mm heavy machine gun with lots of firepower and it is capable of transporting a large number of infantry personnel at high speed. Its wheeled design makes it faster and cheaper than other armored vehicles. Its effectiveness is increased still further by a 40mm smoke launcher.		1500
equipment	7	SET_BULL	BULL	Vehicles in storage	SET_BULL.png			Class: Motorcycle\nCombat strength: --\nArmor: --\nSpeed: high\nRange: --\nCrew: 1\n\nThe Bull uses a V2 engine block, giving it a performance of over 90 HP. This all-terrain vehicle can reach high speeds on the road and is therefore one of the fastest ground vehicles available. It gives individual infantry soldiers the highest possible degree of mobility.		200
equipment	8	SET_FLOGGER	MiG-27	Vehicles in storage	SET_FLOGGER.png					5000
equipment	9	SET_FULCRUM	MiG-29	Vehicles in storage	SET_FULCRUM.png					6000
equipment	10	SET_HIND	Mi-24 HIND	Vehicles in storage	SET_HIND.png					6000
equipment	11	SET_HIP	Mi-8 HIP	Vehicles in storage	SET_HIP.png					4000
equipment	12	SET_HUMMER	HUMVEE	Vehicles in storage	SET_HUMMER.png			Class: Ground vehicle\nCombat strength: depends on weapon used\nArmor: low\nSpeed: high\nRange: depends on weapon used\nCrew: 2\nAdditional crew: 2\n\nThe HUMVEE is an all-terrain transport unit with light armor and variable weaponry. Weapons that can be used with this vehicle are the M60 machine gun, the Plamja grenade launcher, and the TOW anti-tank missile launcher. Of course, the weapons systems must be acquired separately and then mounted on the HUMVEE.		500
equipment	13	SET_MD500	MD-500	Vehicles in storage	SET_MD500.png			Class: Helicopter\nCombat strength: depends on weapon used\nArmor: low\nSpeed: high\nRange: depends on weapon used\nCrew: 2\n\nThe MD-500 is a small observation helicopter. Its size only allows it to carry a comparatively small number of weapons systems, but does make it very maneuverable. Properly equipped, it can eliminate individual enemies as quickly as it does fighter helicopters.		3300
equipment	14	SET_M1A1	MBT M1A1	Vehicles in storage	SET_M1A1.png			Class: Battle tank\nCombat strength: very high\nArmor: very high\nSpeed: medium\nRange: up to 160m\nCrew: 4\n\nThe M1A1 is one of the most advanced battle tanks. A range of weapons systems and almost impenetrable armor plating combine here to form a deadly partnership. Its weapons include the 125mm main gun, 1 machine gun, a 40mm grenade launcher and a smoke launcher - enemies that can seriously stand up to the M1A1 are hard to find. Only other battle tanks and helicopters have got what it takes to mount an attack. The M1A1 is operational with a minimum crew of 2, but is fully fit for action with a 3-man crew.		3750
equipment	15	SET_OH58	OH-58	Vehicles in storage	SET_OH58.png			Class: Helicopter\nCombat strength: depends on weapon used\nArmor: low\nSpeed: high\nRange: depends on weapon used\nCrew: 2\n\nThe Ranger was designed as a civilian passenger helicopter, but serves military purposes equally well. It is faster than the MD-500 and properly equipped, it can eliminate individual enemies as quickly as it does fighter helicopters.		3500
equipment	16	SET_SHILKA	AD SHILKA	Vehicles in storage	SET_SHILKA.png			Class: Anti-aircraft tank\nCombat strength: high\nArmor: high\nSpeed: medium\nRange: up to 120m\nCrew: 4\n\nThe AD Shilka in its current form was developed as an anti-aircraft tank in the late 1970s.\nIts main weapons, four 23mm machine cannons, have been replaced by smaller 14.5mm cannons, in order to increase the amount of ammunition that can be carried. The space for extra containers increases the number of rounds from 3000 to 4500. The machine cannon system is capable of firing almost 1000 rounds per minute. It is mainly used for anti-aircraft fire, but can also engage ground targets.		2200
equipment	17	SET_T55	MBT T-55	Vehicles in storage	SET_T55.png			Class: Battle tank\nCombat strength: very high\nArmor: very high\nSpeed: medium\nRange: up to 160m\nCrew: 4\n\nThis battle tank features superior firepower and effective armor plating. One direct hit from its main gun will make enemy units ready for the scrap yard. The T-55's weapons include the 125mm main gun, 2 machine guns and a smoke launcher.\nThe T-55 is operational with a minimum crew of 2, but is fully fit for action with a 3-man crew.		3000
equipment	18	SET_T80	MBT T-80	Vehicles in storage	SET_T80.png			Class: Battle tank\nCombat strength: very high\nArmor: very high\nSpeed: medium\nRange: up to 150m\nCrew: 3\n\nThe T-80 is the latest Russian battle tank. It combines modern technology with superior firepower and virtually impenetrable armor. The T-80 normally spearheads attacks, because its computer-guided missile system makes it the first tank in its class capable of firing at targets while traveling at full speed.\nEquipped with a 125mm main gun, 2 machine guns, a smoke launcher and a flame-thrower, it's the perfect fighting machine.\nThe T-80 is operational with a minimum crew of 2, but is fully fit for action with a 3-man crew.		4000
equipment	19	SET_URAL	URAL	Vehicles in storage	SET_URAL.png			Class: Transporter\nCombat strength: --\nArmor: low\nSpeed: medium\nRange: --\nCrew: 2\nAdditional crew: 8\n\nThe Ural is one of the main units used in almost all types of ground attacks. Unarmed and unarmored, it is often an easy target, but without it, your war machine won't keep running for long. Soldiers, weapons, ammunition... they're all transported to where they're needed in a Ural. Lose one and the battle could be over sooner than you thought.		350
equipment	20	SET_VULKAN	VULCAN	Vehicles in storage	SET_VULKAN.png			Class: Armored vehicle\nCombat strength: high\nArmor: high\nSpeed: medium\nRange: up to 100m\nCrew: 2\nAdditional crew: 6\n\nThis armored vehicle is a real all-rounder. It was developed in the mid-1960s and was one of the most widely used armored vehicles ever. Its 14.5mm rotary cannon has a high firing rate and with its integrated computer-controlled firing system, is also best suited for engaging aerial targets.		1900
equipment	70	SET_WOLF	WOLF	Vehicles in storage	SET_WOLF.png			Class: Ground vehicle\nCombat strength: --\nArmor: low\nSpeed: high\nRange: --\nCrew: 2\n\nThis ground vehicle is light, fast and highly maneuverable. Its drawbacks are its low transportation capacity and light armor. Unfortunately, the Wolf cannot be used as a weapons platform, so its occupants must leave the vehicle before they can take part in any fighting.		250
equipment	129	SET_RAGER	RAGER	Vehicles in storage	SET_RAGER.png			Class: Ground vehicle\nCombat strength: --\nArmor: low\nSpeed: high\nRange: --\nCrew: 4\n\nThe Rager is an extremely fast all-terrain vehicle originating from Kyrgyzstan. A resourceful mechanic there had the idea of combining the underbody of a GAZ 69, the body of an Opel Rekord and the chassis of a monster truck. The whole thing was then fitted with a Volga 2.5 liter compressor and the all-rounder was complete.		300
equipment	137	SET_GAZ	GAZ	Vehicles in storage	SET_GAZ.png			Class: Ground vehicle\nCombat strength: --\nArmor: low\nSpeed: high\nRange: --\nCrew: 2\n\nThe GAZ is a relatively old Russian ground vehicle. It is a cheap and easy way of moving foot soldiers around. This vehicle often has technical problems, is barely armored, and is not as fast or maneuverable as modern ground vehicles.		100
equipment	138	SET_GAZA	GAZA	Vehicles in storage	SET_GAZA.png					150
equipment	239	SET_EAGLE	F-15 Eagle	Vehicles in storage	SET_EAGLE.png			Class: Fighter jet\nCombat strength: depends on bomb type\nArmor: low\nSpeed: high\nRange: --\nCrew: 1\n\nDevelopment work on the American F-15 Eagle fighter plane was begun in the 1960s. It was designed as a rival to the Russian MiG-23 and MiG-27, and it made its maiden flight in 1972. The F-15 has 6 external pylons for loading with 500lb or 1,000lb bombs.		7000
equipment	216	SET_SCHUTZWESTE_LEICHT	Light Vest	Gear and weapons	SET_SCHUTZWESTE_LEICHT.png			The light bulletproof vest is effective against small-caliber pistol ammunition, but also gives a degree of protection against all other weapons. Of course, the vest cannot withstand hits from machine guns or tank missiles.		35
equipment	217	SET_NACHTSICHTGERAET	Night Vision Gear	Gear and weapons	SET_NACHTSICHTGERAET.png			This optical device enables the wearer to easily find their way around, even when there is very little light. The low-light image intensifier is a passive device and does not therefore require a power source. It considerably improves the range of vision in night operations, which can mean the difference between life and death.		50
equipment	218	SET_SCHUTZWESTE_SCHWER	Heavy Vest	Gear and weapons	SET_SCHUTZWESTE_SCHWER.png			The shrapnel vest was originally developed for special units and explosives commandos. Somewhat heavier than the light bulletproof vest, this also gives a reasonable level of protection against large-caliber weapons.		50
equipment	219	SET_FERNGLAS	Binoculars	Gear and weapons	SET_FERNGLAS.png			Binoculars give your soldiers a much-improved range of vision and therefore a tactical advantage. They can only be used in daylight.		25
equipment	223	SET_PANZERMINE	Tank Mine	Gear and weapons	SET_PANZERMINE.png			Class: Mine\nPenetration: high\n\nThe mine is one of the most widely used and probably the sneakiest weapon ever made. Banned for decades, it has proved impossible to prevent its use entirely. If there is enough pressure, this anti-tank mine can fire shrapnel through an armored floor and into a vehicle. Since the critical mass required to trigger the mine is set for heavy attack vehicles, foot soldiers have nothing to fear from this weapon.\nNote: Your soldiers need a special skill to be able to lay or defuse mines.		5
equipment	224	SET_ALUKOFFER	Case	Gear and weapons	SET_ALUKOFFER.png			Aluminium Case		250
equipment	225	SET_SPRENGSATZ	Explosive	Gear and weapons	SET_SPRENGSATZ.png			Class: Explosive\nPenetration: very high\n\nA large amount of explosive and a basic fuse - that's all you need. Since the explosive must first be placed at the target location and then armed, it is not particularly suitable for battle situations, but with a little imagination it can be used quite effectively in ambushes. When you use explosives, make sure you give yourself enough time to get out of range. Otherwise your own bomber may well be among the victims of the attack.		15
equipment	226	SET_MEDIKIT	Medipack	Gear and weapons	SET_MEDIKIT.png			The medipack is basic first aid for your soldiers in the field. In the hands of a trained medic, it gives you an excellent chance of saving soldiers who have been hit. Even untrained personnel can use a medipack, although this can reduce the positive effect on the injured soldier.		10
equipment	227	SET_CONTROLCHIP	Controlchip	Gear and weapons	SET_CONTROLCHIP.png			hardware		1300
equipment	128	SET_FLY	FLY Pills	Gear and weapons	SET_FLY.png			"Fly" is a modern drug that enhances performance dramatically. After taking it, your soldiers have improved perception and vitality. But the effects are only short term. Soon after comes the "low", a phase in which performance levels fall off rapidly. Flys should be used with caution. Too many pills can mean death.		10
equipment	229	SET_BOX	Box	Gear and weapons	SET_BOX.png			Box		3
equipment	235	SET_SUBSURFACEMINE	Crawler Mine	Gear and weapons	SET_SUBSURFACEMINE.png			Crawler Mine		1000
equipment	237	SET_MINENKOEDER	Mine Bait	Gear and weapons	SET_MINENKOEDER.png			Thumper decoys were developed to counteract crawler mines. Crawler mines, which react to vibration, are lured to the decoys and explode on contact.		100
equipment	238	SET_PEILSENDER	Bug	Gear and weapons	SET_PEILSENDER.png			Tracking devices are indispensable for carrying out air attacks. Once in place, they identify the exact targets for the fighter jet's bombs.		300
equipment	251	SET_CRAWLERSENDER	Crawler Bug	Gear and weapons	SET_CRAWLERSENDER.png			Bug from Crawler Mine		300
equipment	151	SET_MUN_M34	M34 WP x 3	Ammunition				white phosphorus grenades, three to a pack	3	40
equipment	150	SET_M34	M34 WP Grenade	Gear and weapons	SET_M34.png	151		M34, white phosphorus		40
